Type,AISC_Manual_Label,W,A,d,bf,tw,tf,b/t,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J
W,W1100X499,499,63500,1120,404,26.2,45.0,–,38.0,12900,26500,23100,452,499,3870,2460,88.6,–,–,–,31100
W,W1100X433,433,55100,1110,401,22.0,40.1,–,45.0,11200,23100,20300,452,433,3360,2160,88.6,–,–,–,21200
W,W1100X390,390,49800,1100,401,19.9,36.1,–,49.6,10000,20800,18200,450,384,2980,1920,88.1,–,–,–,15500
W,W1100X343,343,43700,1090,401,18.0,31.0,–,54.8,8660,18000,15900,445,331,2570,1660,87.1,–,–,–,10400
W,W1000X976,975,125000,1110,429,50.0,89.9,–,17.3,23500,50500,42500,434,1190,8880,5570,98.0,–,–,–,245000
W,W1000X883,883,112000,1090,424,45.5,82.0,–,19.1,21000,45200,38300,432,1050,7880,4950,96.5,–,–,–,185000
W,W1000X748,748,95500,1070,417,39.1,70.1,–,22.3,17300,38000,32400,427,849,6460,4080,94.5,–,–,–,115000
W,W1000X642,642,81900,1050,411,34.0,59.9,–,25.5,14500,32100,27700,422,703,5370,3410,92.7,–,–,–,73700
W,W1000X591,591,75500,1040,409,31.0,55.9,–,28.0,13300,29500,25600,422,641,4920,3130,92.5,–,–,–,59100
W,W1000X554,554,71000,1030,409,29.5,52.1,–,29.5,12300,27500,23900,419,591,4540,2900,91.4,–,–,–,48300
W,W1000X539,539,68400,1030,406,28.4,51.1,–,30.5,12000,26900,23300,419,574,4420,2830,91.4,–,–,–,45400
W,W1000X483,483,61500,1020,404,25.4,46.0,–,34.2,10700,23900,21000,417,508,3920,2510,90.9,–,–,–,33000
W,W1000X443,443,56300,1010,401,23.6,41.9,–,36.8,9660,21800,19200,414,454,3520,2260,89.9,–,–,–,25500
W,W1000X412,412,52600,1010,401,21.1,40.1,–,41.2,9120,20500,18000,417,433,3340,2160,90.9,–,–,–,21400
W,W1000X371,371,47400,1000,401,19.1,36.1,–,45.6,8160,18400,16300,414,385,2980,1930,90.2,–,–,–,15900
W,W1000X321,321,41000,991,401,16.5,31.0,–,52.6,6950,15800,14100,411,334,2560,1660,89.9,–,–,–,10300
W,W1000X296,296,37900,983,401,16.5,27.2,–,52.6,6200,14200,12600,406,289,2250,1450,87.6,–,–,–,7620
W,W1000X584,584,74800,1060,315,36.1,64.0,–,24.1,12400,28000,23600,409,334,3470,2130,67.1,–,–,–,71600
W,W1000X494,494,63000,1040,310,31.0,54.1,–,28.0,10300,23400,19800,404,268,2820,1740,65.3,–,–,–,43700
W,W1000X486,486,61900,1040,307,30.0,54.1,–,29.0,10200,23100,19700,406,266,2790,1720,65.5,–,–,–,42900
W,W1000X438,438,55600,1030,305,26.9,49.0,–,32.2,9120,20800,17700,404,234,2460,1530,64.8,–,–,–,31900
W,W1000X415,415,53100,1020,305,26.2,46.0,–,33.3,8530,19500,16700,401,217,2290,1430,64.0,–,–,–,27100
W,W1000X393,393,49900,1020,302,24.4,43.9,–,35.6,8070,18500,15900,401,205,2160,1350,64.0,–,–,–,23400
W,W1000X350,350,44600,1010,302,21.1,40.1,–,41.2,7240,16600,14300,404,185,1930,1220,64.5,–,–,–,17200
W,W1000X314,314,40100,1000,300,19.1,36.1,–,45.6,6450,14800,12900,401,162,1720,1080,63.8,–,–,–,12700
W,W1000X272,272,34400,991,300,16.5,30.5,–,52.6,5490,12700,11100,399,138,1450,918,63.2,–,–,–,8030
W,W1000X249,249,31800,980,300,16.5,26.2,–,52.6,4830,11400,9830,389,118,1250,785,61.0,–,–,–,5830
W,W1000X222,222,28300,970,300,16.0,21.1,–,54.3,4080,9800,8410,381,95.3,1020,636,58.2,–,–,–,3900
W,W920X1377,1380,175000,1090,472,76.7,115,–,10.8,30400,67700,55600,417,2060,14100,8700,108,–,–,–,595000
W,W920X1269,1270,162000,1090,462,64.0,115,–,12.9,29100,64200,53300,424,1910,13200,8280,109,–,–,–,516000
W,W920X1194,1190,152000,1080,457,60.5,109,–,13.7,27000,60000,49800,422,1750,12200,7670,107,–,–,–,437000
W,W920X1077,1080,137000,1060,452,55.1,99.1,–,15.0,23800,53600,44900,417,1540,10800,6820,106,–,–,–,327000
W,W920X970,970,124000,1040,447,50.0,89.9,–,16.3,21100,47700,40300,411,1340,9520,6010,104,–,–,–,247000
W,W920X787,787,101000,1010,437,40.9,73.9,–,19.9,16500,38200,32600,406,1040,7440,4740,102,–,–,–,136000
W,W920X725,725,92300,998,434,38.1,68.1,–,21.4,15000,34900,30000,401,937,6750,4310,101,–,–,–,107000
W,W920X656,656,83900,988,432,34.5,62.0,–,23.6,13400,31300,27000,399,828,6030,3850,99.6,–,–,–,80700
W,W920X588,588,74800,975,427,31.0,55.9,–,26.3,11900,28000,24400,399,728,5330,3410,98.6,–,–,–,59100
W,W920X537,537,68400,965,424,28.4,51.1,–,28.6,10700,25400,22100,396,653,4800,3080,97.8,–,–,–,45400
W,W920X491,491,62500,958,422,25.9,47.0,–,31.4,9700,23100,20300,394,591,4340,2800,97.3,–,–,–,35100
W,W920X449,449,57400,947,424,24.0,42.7,–,33.9,8780,21000,18500,391,541,3950,2560,97.0,–,–,–,26800
W,W920X420,420,53500,942,422,22.5,39.9,–,36.2,8160,19500,17200,391,499,3650,2360,96.5,–,–,–,21900
W,W920X390,390,49800,937,422,21.3,36.6,–,38.2,7450,18000,15900,389,454,3340,2160,95.5,–,–,–,17300
W,W920X368,368,46800,932,419,20.3,34.3,–,40.1,6950,16900,15000,386,420,3110,2020,95.0,–,–,–,14400
W,W920X344,344,44000,927,419,19.3,32.0,–,42.2,6490,15800,14000,384,391,2880,1870,94.2,–,–,–,11900
W,W920X381,381,48600,951,310,24.4,43.9,–,33.8,6990,17000,14700,378,220,2250,1420,67.3,–,–,–,22000
W,W920X345,345,43900,943,307,22.1,39.9,–,37.3,6240,15300,13300,376,195,2000,1270,66.5,–,–,–,16500
W,W920X313,313,39900,932,310,21.1,34.5,–,39.1,5490,13700,11800,371,171,1750,1110,65.5,–,–,–,11700
W,W920X289,289,36800,927,307,19.4,32.0,–,42.4,5040,12600,10900,371,156,1600,1010,65.0,–,–,–,9240
W,W920X271,271,34600,922,307,18.4,30.0,–,44.8,4700,11800,10200,368,144,1490,944,64.8,–,–,–,7700
W,W920X253,253,32300,919,305,17.3,27.9,–,47.7,4370,10900,9520,368,133,1370,872,64.3,–,–,–,6290
W,W920X238,238,30300,914,305,16.5,25.9,–,49.9,4060,10200,8880,366,123,1270,805,63.5,–,–,–,5160
W,W920X223,223,28600,912,305,15.9,23.9,–,51.9,3760,9520,8260,363,112,1160,739,62.7,–,–,–,4200
W,W920X201,201,25700,904,305,15.2,20.1,–,54.1,3250,8340,7190,356,93.7,978,618,60.5,–,–,–,2910
W,W840X576,576,73500,914,411,32.0,57.9,–,23.7,10100,25600,22100,371,674,5110,3280,95.8,–,–,–,61600
W,W840X527,527,67100,904,409,29.5,53.1,–,25.7,9160,23300,20300,368,608,4620,2970,95.0,–,–,–,47900
W,W840X473,473,60500,894,406,26.4,48.0,–,28.7,8120,20800,18200,368,537,4100,2640,94.2,–,–,–,35100
W,W840X433,433,55200,884,404,24.4,43.9,–,31.0,7370,19000,16700,366,483,3700,2390,93.5,–,–,–,27100
W,W840X392,392,49900,876,401,22.1,39.9,–,34.3,6620,17000,15100,363,433,3310,2150,93.0,–,–,–,20300
W,W840X359,359,45900,869,404,21.1,35.6,–,35.9,5910,15400,13600,358,388,2980,1930,91.9,–,–,–,15100
W,W840X329,329,42100,861,401,19.7,32.5,–,38.5,5370,14000,12400,358,350,2690,1740,91.2,–,–,–,11600
W,W840X299,299,38100,856,399,18.2,29.2,–,41.7,4830,12700,11200,356,312,2410,1560,90.4,–,–,–,8660
W,W840X251,251,31900,859,292,17.0,31.0,–,44.7,3870,10300,9000,348,129,1380,883,63.5,–,–,–,7370
W,W840X226,226,29000,851,295,16.1,26.9,–,47.2,3400,9160,7980,343,114,1210,773,62.7,–,–,–,5160
W,W840X210,210,26800,846,292,15.4,24.4,–,49.6,3100,8420,7340,340,102,1100,700,61.7,–,–,–,4040
W,W840X193,193,24700,841,292,14.7,21.7,–,51.7,2790,7650,6650,335,90.7,975,621,60.7,–,–,–,3070
W,W840X176,176,22400,836,292,14.0,18.8,–,54.5,2460,6800,5880,330,77.8,841,534,58.9,–,–,–,2210
W,W760X582,582,74200,843,396,34.5,62.0,–,19.7,8620,23800,20500,340,645,5080,3240,93.2,–,–,–,72000
W,W760X531,531,67700,833,394,31.5,56.9,–,21.6,7780,21600,18700,338,579,4570,2930,92.5,–,–,–,55800
W,W760X484,484,61900,823,391,29.0,52.1,–,23.4,6990,19500,17000,335,516,4130,2650,91.4,–,–,–,42900
W,W760X434,434,55500,813,389,25.9,47.0,–,26.2,6200,17400,15200,335,458,3650,2360,90.9,–,–,–,31300
W,W760X389,389,49700,803,386,23.6,41.9,–,28.7,5450,15500,13600,333,399,3210,2080,89.7,–,–,–,22500
W,W760X350,350,44700,795,384,21.1,38.1,–,32.2,4870,13900,12300,330,356,2870,1870,89.2,–,–,–,16800
W,W760X314,314,40200,785,384,19.7,33.5,–,34.5,4290,12300,10900,328,315,2540,1640,88.6,–,–,–,11800
W,W760X284,284,36200,780,381,18.0,30.2,–,37.7,3830,11100,9830,325,280,2260,1470,87.9,–,–,–,8740
W,W760X257,257,32800,772,381,16.6,27.2,–,40.8,3430,9950,8870,323,249,2020,1310,86.9,–,–,–,6490
W,W760X220,220,28100,780,267,16.5,30.0,–,41.6,2780,8190,7140,315,94.5,1110,710,57.9,–,–,–,6040
W,W760X196,196,25000,770,267,15.6,25.4,–,43.9,2400,7160,6230,310,81.6,957,610,57.2,–,–,–,4050
W,W760X185,185,23500,767,267,14.9,23.6,–,46.2,2230,6690,5820,307,75.3,885,564,56.6,–,–,–,3330
W,W760X173,173,22100,762,267,14.4,21.6,–,47.8,2050,6190,5390,305,68.3,806,513,55.6,–,–,–,2680
W,W760X161,161,20500,757,267,13.8,19.3,–,49.6,1860,5670,4900,302,60.8,719,457,54.6,–,–,–,2080
W,W760X147,147,18700,754,267,13.2,17.0,–,51.9,1660,5110,4410,297,53.3,633,401,53.3,–,–,–,1570
W,W760X134,134,17000,749,264,11.9,15.5,–,57.5,1500,4640,4010,297,47.9,569,362,53.1,–,–,–,1180
W,W690X802,802,103000,826,389,50.0,89.9,–,12.1,10700,31000,25700,323,878,7160,4540,92.7,–,–,–,206000
W,W690X548,548,70300,772,373,35.1,63.0,–,17.3,6740,20300,17400,310,545,4570,2930,88.4,–,–,–,70800
W,W690X500,500,64000,762,371,32.0,57.9,–,18.9,6080,18500,15900,307,491,4130,2650,87.6,–,–,–,54500
W,W690X457,457,58200,752,366,29.5,53.1,–,20.6,5450,16900,14500,305,437,3720,2390,86.6,–,–,–,42000
W,W690X419,419,53600,744,366,26.9,49.0,–,22.5,4950,15300,13300,305,397,3380,2180,86.1,–,–,–,33100
W,W690X384,384,49100,737,363,24.9,45.0,–,24.4,4500,14000,12200,302,358,3060,1970,85.3,–,–,–,25600
W,W690X350,350,44800,729,361,23.1,40.9,–,26.2,4040,12700,11100,300,320,2750,1770,84.6,–,–,–,19600
W,W690X323,323,41200,721,358,21.1,38.1,–,28.7,3710,11700,10300,300,293,2520,1640,84.3,–,–,–,15700
W,W690X289,289,36800,714,356,19.1,34.0,–,31.8,3270,10300,9160,297,258,2230,1440,83.6,–,–,–,11300
W,W690X265,265,33900,706,358,18.4,30.2,–,32.9,2920,9340,8280,295,231,2000,1290,82.6,–,–,–,8370
W,W690X240,240,30700,701,356,16.8,27.4,–,36.1,2630,8440,7510,292,207,1790,1160,82.0,–,–,–,6290
W,W690X217,217,27900,696,356,15.4,24.8,–,39.4,2360,7600,6780,292,184,1600,1040,81.3,–,–,–,4700
W,W690X192,192,24400,701,254,15.5,27.9,–,39.7,1980,6470,5650,284,76.6,944,603,56.1,–,–,–,4620
W,W690X170,170,21700,693,257,14.5,23.6,–,42.5,1700,5620,4900,279,66.2,808,516,55.4,–,–,–,3050
W,W690X152,152,19400,688,254,13.1,21.1,–,47.1,1510,5000,4380,279,57.9,711,456,54.6,–,–,–,2200
W,W690X140,140,17800,683,254,12.4,18.9,–,49.5,1360,4560,3980,277,51.6,636,406,53.8,–,–,–,1680
W,W690X125,125,15900,678,254,11.7,16.3,–,52.7,1190,4000,3490,272,44.1,544,347,52.6,–,–,–,1170
W,W610X551,551,70300,711,348,38.6,69.1,–,14.2,5580,18500,15700,282,483,4380,2790,83.1,–,–,–,83700
W,W610X498,498,63400,699,343,35.1,63.0,–,15.6,4950,16700,14200,279,429,3900,2490,82.0,–,–,–,63300
W,W610X455,455,57900,688,340,32.0,57.9,–,17.1,4450,15100,12900,277,383,3510,2250,81.3,–,–,–,48700
W,W610X415,415,52800,678,338,29.5,53.1,–,18.6,4000,13700,11800,274,343,3160,2030,80.5,–,–,–,37700
W,W610X372,372,47400,668,335,26.4,48.0,–,20.7,3530,12200,10600,272,301,2800,1800,79.8,–,–,–,27700
W,W610X341,341,43400,660,333,24.4,43.9,–,22.5,3180,11100,9640,272,271,2520,1630,79.0,–,–,–,21400
W,W610X307,307,39200,653,330,22.1,39.9,–,24.8,2840,9930,8700,269,241,2250,1460,78.2,–,–,–,15900
W,W610X285,285,36500,648,330,20.6,37.1,–,26.6,2610,9160,8050,267,221,2060,1340,78.0,–,–,–,12800
W,W610X262,262,33400,640,328,19.1,34.0,–,28.7,2360,8370,7370,267,199,1880,1220,77.2,–,–,–,9950
W,W610X241,241,30800,635,330,17.9,31.0,–,30.6,2150,7670,6780,264,184,1720,1120,77.5,–,–,–,7700
W,W610X217,217,27700,627,328,16.5,27.7,–,33.2,1910,6850,6080,262,163,1530,991,76.5,–,–,–,5580
W,W610X195,195,24900,622,328,15.4,24.4,–,35.6,1670,6060,5390,259,142,1340,869,75.4,–,–,–,3950
W,W610X174,174,22200,617,325,14.0,21.6,–,39.2,1470,5360,4770,257,124,1170,762,74.7,–,–,–,2800
W,W610X155,155,19800,612,325,12.7,19.1,–,43.1,1290,4740,4230,257,108,1020,667,73.9,–,–,–,1960
W,W610X153,153,19500,622,229,14.0,24.9,–,39.2,1250,4590,4010,254,49.5,680,434,50.5,–,–,–,2940
W,W610X140,140,17900,617,230,13.1,22.2,–,41.9,1120,4160,3640,251,45.4,615,393,50.3,–,–,–,2190
W,W610X125,125,15900,612,229,11.9,19.6,–,45.9,986,3670,3210,249,39.3,534,342,49.5,–,–,–,1540
W,W610X113,113,14500,607,228,11.2,17.3,–,49.0,874,3280,2880,246,34.3,469,302,48.8,–,–,–,1120
W,W610X101,101,13000,602,228,10.5,14.9,–,52.0,762,2900,2520,243,29.3,401,257,47.5,–,–,–,778
W,W610X92,92.0,11700,602,179,10.9,15.0,–,50.1,645,2510,2150,234,14.4,257,161,35.1,–,–,–,712
W,W610X82,82.0,10500,599,178,10.0,12.8,–,54.6,562,2200,1870,231,12.1,218,136,34.0,–,–,–,491
W,W530X409,409,52800,612,328,31.0,55.6,–,14.2,3200,12300,10500,246,328,3130,2000,78.7,–,–,–,44500
W,W530X369,369,47600,602,325,27.9,50.5,–,15.8,2840,11000,9440,244,291,2790,1790,78.2,–,–,–,33600
W,W530X332,332,42900,594,323,25.4,45.5,–,17.5,2530,9850,8520,243,256,2460,1580,77.2,–,–,–,24800
W,W530X300,300,38300,584,320,23.1,41.4,–,20.6,2210,8690,7550,241,226,2180,1410,76.7,–,–,–,17000
W,W530X272,272,34600,577,318,21.1,37.6,–,22.6,1970,7800,6830,239,201,1950,1270,76.2,–,–,–,12800
W,W530X248,248,31500,572,315,19.1,34.5,–,25.0,1780,7080,6230,238,181,1770,1150,75.9,–,–,–,9820
W,W530X219,219,27900,561,318,18.3,29.2,–,26.1,1510,6110,5390,233,157,1520,985,74.9,–,–,–,6410
W,W530X196,196,25000,554,315,16.5,26.4,–,28.9,1340,5460,4830,232,139,1350,877,74.4,–,–,–,4700
W,W530X182,182,23200,551,315,15.2,24.4,–,31.3,1230,5030,4470,231,127,1240,806,74.2,–,–,–,3740
W,W530X165,165,21000,546,312,14.0,22.2,–,34.1,1110,4570,4080,230,114,1120,729,73.7,–,–,–,2840
W,W530X150,150,19200,544,312,12.7,20.3,–,37.5,1010,4150,3720,229,103,1010,660,73.4,–,–,–,2170
W,W530X138,138,17600,549,214,14.7,23.6,–,32.3,862,3620,3150,221,38.7,569,362,46.7,–,–,–,2510
W,W530X123,123,15700,544,212,13.1,21.2,–,36.4,762,3210,2800,220,33.9,500,320,46.5,–,–,–,1810
W,W530X109,109,13900,538,211,11.6,18.8,–,41.2,666,2820,2470,219,29.4,436,279,46.0,–,–,–,1260
W,W530X101,101,12900,536,210,10.9,17.4,–,43.6,616,2620,2290,218,26.9,400,257,45.7,–,–,–,1020
W,W530X92,92.0,11800,533,209,10.2,15.6,–,46.9,554,2360,2080,217,23.9,356,229,45.0,–,–,–,762
W,W530X82,82.0,10500,528,209,9.53,13.3,–,50.0,475,2060,1800,213,20.1,302,193,43.9,–,–,–,516
W,W530X72,72.0,9100,523,207,8.89,10.9,–,53.6,399,1750,1520,209,16.1,244,156,42.2,–,–,–,334
W,W530X85,85.0,10800,536,167,10.3,16.5,–,46.3,487,2110,1820,212,12.7,243,153,34.3,–,–,–,737
W,W530X74,74.0,9480,528,166,9.65,13.6,–,49.4,410,1800,1550,208,10.4,200,125,33.0,–,–,–,475
W,W530X66,66.0,8390,526,165,8.89,11.4,–,53.6,351,1560,1340,205,8.62,167,104,32.0,–,–,–,320
W,W460X464,464,59100,566,305,38.6,69.6,–,10.4,2900,12400,10200,221,331,3390,2160,74.9,–,–,–,73300
W,W460X421,421,53700,556,302,35.6,63.5,–,11.3,2570,11100,9260,219,293,3030,1930,73.9,–,–,–,55800
W,W460X384,384,49000,546,300,32.5,58.4,–,12.5,2290,10000,8420,217,261,2720,1750,73.2,–,–,–,42900
W,W460X349,349,44300,536,297,29.5,53.6,–,13.8,2040,9000,7640,214,232,2440,1570,72.4,–,–,–,32800
W,W460X315,315,40200,526,295,26.9,48.5,–,15.1,1800,8030,6870,212,205,2160,1400,71.6,–,–,–,24400
W,W460X286,286,36300,518,292,24.4,44.5,–,16.7,1610,7240,6230,210,183,1950,1260,70.9,–,–,–,18600
W,W460X260,260,33200,508,290,22.6,40.4,–,18.0,1440,6520,5640,208,163,1740,1130,70.1,–,–,–,14100
W,W460X235,235,29900,500,287,20.6,36.6,–,19.8,1270,5830,5080,206,144,1550,1010,69.6,–,–,–,10500
W,W460X213,213,27100,495,284,18.5,33.5,–,22.0,1140,5280,4620,205,129,1400,909,69.1,–,–,–,7990
W,W460X193,193,24700,490,284,17.0,30.5,–,23.9,1020,4750,4200,204,116,1260,818,68.6,–,–,–,6040
W,W460X177,177,22600,483,287,16.6,26.9,–,24.5,912,4290,3790,201,105,1130,736,68.3,–,–,–,4410
W,W460X158,158,20100,475,284,15.0,23.9,–,27.2,795,3770,3340,199,91.6,991,646,67.6,–,–,–,3110
W,W460X144,144,18400,472,282,13.6,22.1,–,30.0,728,3460,3080,199,83.7,906,592,67.3,–,–,–,2440
W,W460X128,128,16300,467,282,12.2,19.6,–,33.4,637,3050,2720,197,72.8,793,518,66.8,–,–,–,1710
W,W460X113,113,14400,462,279,10.8,17.3,–,37.8,554,2670,2390,196,63.3,692,452,66.3,–,–,–,1180
W,W460X106,106,13500,470,194,12.6,20.6,–,32.4,487,2390,2080,191,25.1,405,259,43.2,–,–,–,1450
W,W460X97,97.0,12300,467,193,11.4,19.1,–,35.7,445,2180,1920,190,22.8,369,236,42.9,–,–,–,1140
W,W460X89,89.0,11400,462,192,10.5,17.7,–,38.7,410,2020,1770,190,20.9,338,218,42.7,–,–,–,903
W,W460X82,82.0,10500,460,191,9.91,16.0,–,41.1,370,1840,1610,188,18.7,303,195,42.4,–,–,–,691
W,W460X74,74.0,9480,457,191,9.02,14.5,–,45.2,333,1660,1460,187,16.7,272,175,41.9,–,–,–,516
W,W460X68,68.0,8710,460,154,9.14,15.4,–,44.6,296,1490,1290,184,9.37,192,122,32.8,–,–,–,508
W,W460X60,60.0,7610,455,153,8.00,13.3,–,50.9,255,1280,1120,183,7.95,164,104,32.3,–,–,–,337
W,W460X52,52.0,6650,450,152,7.62,10.8,–,53.5,212,1090,944,179,6.37,132,83.9,31.0,–,–,–,211
W,W410X149,149,19000,432,264,14.9,25.0,–,24.3,620,3240,2870,180,77.4,900,585,63.8,–,–,–,3220
W,W410X132,132,16900,427,264,13.3,22.2,–,27.0,541,2870,2540,179,67.8,788,515,63.2,–,–,–,2270
W,W410X114,114,14600,419,262,11.6,19.3,–,31.2,462,2460,2200,178,57.4,674,441,62.7,–,–,–,1490
W,W410X100,100,12600,414,259,10.0,16.9,–,35.9,397,2130,1920,177,49.5,582,380,62.5,–,–,–,995
W,W410X85,85.0,10800,417,181,10.9,18.2,–,33.0,316,1720,1510,171,17.9,310,198,40.6,–,–,–,924
W,W410X75,75.0,9480,414,180,9.65,16.0,–,37.4,274,1510,1330,170,15.5,267,172,40.4,–,–,–,633
W,W410X67,67.0,8580,409,179,8.76,14.4,–,41.1,244,1350,1190,169,13.7,238,153,39.9,–,–,–,462
W,W410X60,60.0,7610,406,178,7.75,12.8,–,46.5,216,1200,1060,168,12.0,208,135,39.9,–,–,–,330
W,W410X53,53.0,6840,404,178,7.49,10.9,–,48.1,186,1050,926,165,10.2,177,115,38.6,–,–,–,227
W,W410X46.1,46.1,5890,404,140,6.99,11.2,–,51.6,156,885,773,163,5.16,115,73.6,29.7,–,–,–,192
W,W410X38.8,38.8,4950,399,140,6.35,8.76,–,56.8,125,724,629,159,3.99,89.8,57.2,28.4,–,–,–,109
W,W360X1299,1300,166000,599,478,100,140,–,2.89,7530,33300,25100,213,2570,16700,10800,124,–,–,–,945000
W,W360X1202,1200,154000,579,472,95.0,130,–,3.04,6620,30000,22800,208,2310,15200,9780,123,–,–,–,766000
W,W360X1086,1090,139000,569,455,78.0,125,–,3.71,5950,27200,21000,208,1960,13400,8640,119,–,–,–,604000
W,W360X990,990,126000,549,450,71.9,115,–,4.03,5160,24300,18800,203,1740,12000,7730,117,–,–,–,466000
W,W360X900,900,115000,531,442,66.0,106,–,4.39,4500,21600,17000,198,1530,10700,6930,116,–,–,–,362000
W,W360X818,818,105000,513,437,60.5,97.0,–,4.79,3930,19300,15300,194,1350,9550,6190,114,–,–,–,278000
W,W360X744,744,94800,498,432,55.6,88.9,–,5.21,3420,17200,13700,190,1200,8550,5560,113,–,–,–,214000
W,W360X677,677,86500,483,427,51.3,81.5,–,5.66,2990,15300,12400,186,1070,7670,4980,111,–,–,–,164000
W,W360X634,634,80600,475,424,47.8,77.2,–,6.08,2750,14200,11600,184,982,7110,4640,110,–,–,–,138000
W,W360X592,592,75500,465,422,45.0,72.4,–,6.44,2500,13100,10700,182,903,6590,4290,109,–,–,–,114000
W,W360X551,551,70300,455,419,42.2,67.6,–,6.89,2260,12100,9950,180,828,6060,3950,108,–,–,–,92400
W,W360X509,509,65200,445,417,39.1,62.7,–,7.41,2040,11000,9140,177,753,5540,3620,108,–,–,–,74100
W,W360X463,463,59000,434,411,35.8,57.4,–,8.09,1800,9880,8290,175,670,4980,3260,107,–,–,–,56600
W,W360X421,421,53700,424,409,32.8,52.6,–,8.84,1600,8880,7520,172,599,4490,2930,106,–,–,–,43300
W,W360X382,382,48800,417,406,30.0,48.0,–,9.71,1420,7980,6800,170,537,4030,2640,105,–,–,–,32900
W,W360X347,347,44200,406,404,27.2,43.7,–,10.7,1250,7140,6150,168,479,3620,2380,104,–,–,–,24800
W,W360X314,314,40000,399,401,24.9,39.6,–,11.6,1110,6390,5540,166,429,3240,2130,103,–,–,–,18600
W,W360X287,287,36600,394,399,22.6,36.6,–,12.8,999,5820,5080,165,388,2950,1950,103,–,–,–,14500
W,W360X262,262,33400,386,399,21.1,33.3,–,13.7,891,5240,4600,163,349,2670,1750,102,–,–,–,11000
W,W360X237,237,30100,381,396,18.9,30.2,–,15.3,791,4700,4160,162,311,2390,1580,102,–,–,–,8200
W,W360X216,216,27500,376,394,17.3,27.7,–,16.8,712,4260,3800,161,282,2180,1430,101,–,–,–,6330
W,W360X196,196,25000,373,373,16.4,26.2,–,17.7,637,3830,3420,160,228,1850,1220,95.5,–,–,–,5120
W,W360X179,179,22800,368,373,15.0,23.9,–,19.3,574,3470,3110,158,206,1670,1110,95.0,–,–,–,3900
W,W360X162,162,20600,363,371,13.3,21.8,–,21.7,516,3150,2830,158,186,1520,1000,94.7,–,–,–,2960
W,W360X147,147,18800,361,371,12.3,19.8,–,23.5,462,2830,2570,157,167,1370,905,94.2,–,–,–,2240
W,W360X134,134,17100,356,368,11.2,18.0,–,25.9,416,2570,2340,156,151,1240,818,94.0,–,–,–,1690
W,W360X122,122,15500,363,257,13.0,21.7,–,22.4,367,2280,2020,154,61.6,734,480,63.0,–,–,–,2110
W,W360X110,110,14100,361,257,11.4,19.9,–,25.4,331,2060,1840,153,55.8,664,436,63.0,–,–,–,1610
W,W360X101,101,12900,356,254,10.5,18.3,–,27.5,301,1880,1690,153,50.4,605,397,62.5,–,–,–,1250
W,W360X91,91.0,11500,353,254,9.53,16.4,–,30.4,266,1670,1510,152,44.5,537,352,62.2,–,–,–,912
W,W360X79,79.0,10100,353,205,9.40,16.8,–,30.9,225,1430,1270,150,24.0,361,234,48.8,–,–,–,807
W,W360X72,72.0,9100,351,204,8.64,15.1,–,33.6,201,1280,1150,149,21.4,321,210,48.5,–,–,–,604
W,W360X64,64.0,8130,348,203,7.75,13.5,–,37.4,178,1140,1030,148,18.8,283,185,48.0,–,–,–,437
W,W360X57.8,57.8,7230,358,172,7.87,13.1,–,39.6,160,1010,895,149,11.1,198,129,39.4,–,–,–,332
W,W360X51,51.0,6450,356,171,7.24,11.6,–,43.1,142,895,796,148,9.70,174,113,38.9,–,–,–,237
W,W360X44,44.0,5710,351,171,6.86,9.78,–,45.4,121,775,688,146,8.16,147,95.4,37.8,–,–,–,158
W,W360X39,39.0,4960,353,128,6.48,10.7,–,48.1,102,659,578,144,3.71,90.8,58.2,27.4,–,–,–,149
W,W360X32.9,32.9,4190,348,127,5.84,8.51,–,53.3,82.8,544,475,141,2.91,71.9,45.9,26.4,–,–,–,86.6
W,W310X500,500,63800,427,340,45.2,75.2,–,5.47,1690,9880,7910,163,495,4490,2900,88.1,–,–,–,101000
W,W310X454,454,57700,414,335,41.4,68.8,–,5.98,1480,8800,7130,160,437,4000,2610,86.9,–,–,–,77000
W,W310X415,415,52800,404,333,38.9,62.7,–,6.35,1290,7880,6440,156,390,3610,2340,85.9,–,–,–,59500
W,W310X375,375,47800,391,330,35.6,57.2,–,6.96,1130,7010,5780,154,345,3210,2080,84.8,–,–,–,45000
W,W310X342,342,43700,384,328,32.8,52.6,–,7.56,1010,6330,5260,152,309,2900,1880,84.1,–,–,–,34900
W,W310X313,313,39900,373,325,30.0,48.3,–,8.23,891,5700,4790,150,276,2610,1700,83.3,–,–,–,26900
W,W310X283,283,36100,366,323,26.9,44.2,–,9.16,787,5100,4310,148,245,2340,1520,82.6,–,–,–,20300
W,W310X253,253,32300,356,320,24.4,39.6,–,10.1,687,4510,3850,146,215,2060,1350,81.8,–,–,–,14800
W,W310X226,226,28800,348,318,22.1,35.6,–,11.2,595,3980,3420,144,189,1820,1190,81.0,–,–,–,10700
W,W310X202,202,25700,340,315,20.1,31.8,–,12.3,516,3510,3050,142,166,1610,1050,80.3,–,–,–,7700
W,W310X179,179,22700,333,312,18.0,28.2,–,13.7,445,3050,2670,140,144,1400,918,79.5,–,–,–,5370
W,W310X158,158,20100,328,310,15.5,25.1,–,15.9,388,2690,2380,139,125,1230,808,79.0,–,–,–,3800
